bubble size,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,54.1,43.7,44.0,25.0,25.8,11.3,11.5,4.4,4.6,1.8,1.9,2.1,2.2,4.8,4.5,6.7,6.6,7.4,7.2,6.2
1,22.3,36.8,36.4,42.5,42.3,32.1,33.1,18.4,18.9,8.2,8.5,3.3,3.5,1.2,1.1,0.3,0.3,0.1,0.1,0.1
2,13.4,11.4,11.0,26.9,26.3,39.3,39.0,37.2,37.7,26.3,26.8,14.4,14.9,6.4,6.8,2.6,2.7,1.0,1.0,0.3
3,8.4,3.9,4.1,3.5,3.3,16.8,15.9,34.4,33.7,41.3,41.7,34.8,35.5,22.3,23.1,11.6,12.2,5.2,5.4,2.1
4,1.7,3.4,3.6,0.8,0.9,0.0,0.0,5.2,4.8,20.2,19.0,35.2,34.4,38.9,39.2,31.1,30.9,18.6,19.3,9.6
5,0.1,0.8,0.8,1.0,1.1,0.1,0.1,0.2,0.1,2.2,2.0,9.3,8.8,22.0,21.1,32.7,32.8,33.6,34.0,25.5
6,0.0,0.0,0.0,0.4,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.8,0.7,4.4,4.2,13.8,13.4,26.6,25.8,33.0
7,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.1,1.0,7.3,6.9,20.4
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.8
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0